Link Name,Average Travel Time (s),Standard Dev,Time,,
CAJT_GHA1114_CR2_TEAMST1,102.28,10.57,10:15,,
CAJT_GHA1114_CR2_TEAMST1,103.06,10.50,10:20,,
CAJT_GHA1114_CR2_TEAMST1,102.17,10.41,10:25,,
CAJT_GHA1114_CR2_TEAMST1,101.86,12.09,10:30,,
CAJT_GHA1114_CR2_TEAMST1,102.89,12.46,10:35,,
CAJT_GHA1114_CR2_TEAMST1,104.22,10.82,10:40,,
CAJT_GHA1114_CR2_TEAMST1,104.83,10.85,10:45,,
CAJT_GHA1114_CR2_TEAMST1,103.94,11.02,10:50,,
CAJT_GHA1114_CR2_TEAMST1,103.61,12.42,10:55,,
CAJT_GHA1114_CR2_TEAMST1,103.00,12.65,11:00,,
CAJT_GHA1114_CR2_TEAMST1,103.33,12.40,11:05,,
CAJT_GHA1114_CR2_TEAMST1,102.67,12.88,11:10,,
CAJT_GHA1114_CR2_TEAMST1,100.50,11.67,11:15,,
CAJT_GHA1114_CR2_TEAMST1,102.72,12.26,11:20,,
CAJT_GHA1114_CR2_TEAMST1,104.17,13.62,11:25,,
CAJT_GHA1114_CR2_TEAMST1,103.78,13.20,11:30,,
CAJT_GHA1114_CR2_TEAMST1,104.67,14.43,11:35,,
CAJT_GHA1114_CR2_TEAMST1,105.44,16.04,11:40,,
CAJT_GHA1114_CR2_TEAMST1,104.89,13.73,11:45,,
CAJT_GHA1114_CR2_TEAMST1,103.64,11.57,11:50,,
CAJT_GHA1114_CR2_TEAMST1,104.78,11.50,11:55,,
CAJT_GHA1114_CR2_TEAMST1,104.11,10.43,12:00,,
CAJT_GHA1114_CR2_TEAMST1,103.17,10.85,12:05,,
CAJT_GHA1114_CR2_TEAMST1,103.72,11.01,12:10,,
CAJT_GHA1114_CR2_TEAMST1,104.00,10.50,12:15,,
CAJT_GHA1114_CR2_TEAMST1,104.72,10.68,12:20,,
CAJT_GHA1114_CR2_TEAMST1,104.44,10.98,12:25,,
CAJT_GHA1114_CR2_TEAMST1,104.50,11.29,12:30,,
CAJT_GHA1114_CR2_TEAMST1,104.22,10.34,12:35,,
CAJT_GHA1114_CR2_TEAMST1,105.28,13.01,12:40,,
CAJT_GHA1114_CR2_TEAMST1,103.67,10.74,12:45,,
CAJT_GHA1114_CR2_TEAMST1,102.42,9.37,12:50,,
CAJT_GHA1114_CR2_TEAMST1,101.83,9.07,12:55,,
CAJT_GHA1114_CR2_TEAMST1,102.17,10.05,13:00,,
CAJT_GHA1114_CR2_TEAMST1,104.11,10.91,13:05,,
CAJT_GHA1114_CR2_TEAMST1,103.67,10.30,13:10,,
CAJT_GHA1114_CR2_TEAMST1,103.00,10.87,13:15,,
CAJT_GHA1114_CR2_TEAMST1,102.44,8.95,13:20,,
CAJT_GHA1114_CR2_TEAMST1,103.78,11.77,13:25,,
CAJT_GHA1114_CR2_TEAMST1,104.64,11.45,13:30,,
CAJT_GHA1114_CR2_TEAMST1,105.44,11.72,13:35,,
CAJT_GHA1114_CR2_TEAMST1,103.67,10.40,13:40,,
CAJT_GHA1114_CR2_TEAMST1,103.28,9.86,13:45,,
CAJT_GHA1114_CR2_TEAMST1,103.81,10.17,13:50,,
CAJT_GHA1114_CR2_TEAMST1,104.67,11.68,13:55,,
CAJT_GHA1114_CR2_TEAMST1,105.61,11.97,14:00,,
CAJT_GHA1114_CR2_TEAMST1,104.94,11.54,14:05,,
CAJT_GHA1114_CR2_TEAMST1,104.22,10.00,14:10,,
CAJT_GHA1114_CR2_TEAMST1,105.50,9.92,14:15,,
CAJT_GHA1114_CR2_TEAMST1,104.17,9.17,14:20,,
CAJT_GHA1114_CR2_TEAMST1,105.22,10.73,14:25,,
CAJT_GHA1114_CR2_TEAMST1,104.25,9.82,14:30,,
CAJT_GHA1114_CR2_TEAMST1,105.11,10.05,14:35,,
CAJT_GHA1114_CR2_TEAMST1,103.67,10.36,14:40,,
CAJT_GHA1114_CR2_TEAMST1,102.89,9.66,14:45,,
CAJT_GHA1114_CR2_TEAMST1,103.22,10.20,14:50,,
CAJT_GHA1114_CR2_TEAMST1,102.61,10.07,14:55,,
CAJT_GHA1114_CR2_TEAMST1,102.89,9.51,15:00,,
CAJT_GHA1114_CR2_TEAMST1,104.00,9.23,15:05,,
CAJT_GHA1114_CR2_TEAMST1,103.58,9.03,15:10,,
CAJT_GHA1114_CR2_TEAMST1,104.72,10.16,15:15,,
CAJT_GHA1114_CR2_TEAMST1,105.06,8.95,15:20,,
CAJT_GHA1114_CR2_TEAMST1,103.94,9.12,15:25,,
CAJT_GHA1114_CR2_TEAMST1,103.67,8.91,15:30,,
CAJT_GHA1114_CR2_TEAMST1,105.50,11.54,15:35,,
CAJT_GHA1114_CR2_TEAMST1,105.22,10.60,15:40,,
CAJT_GHA1114_CR2_TEAMST1,105.39,11.10,15:45,,
CAJT_GHA1114_CR2_TEAMST1,104.25,9.95,15:50,,
CAJT_GHA1114_CR2_TEAMST1,103.94,9.16,15:55,,
CAJT_GHA1114_CR2_TEAMST1,104.44,9.84,16:00,,
CAJT_GHA1114_CR2_TEAMST1,104.28,10.01,16:05,,
CAJT_GHA1114_CR2_TEAMST1,103.56,9.09,16:10,,
CAJT_GHA1114_CR2_TEAMST1,104.06,10.13,16:15,,
CAJT_GHA1114_CR2_TEAMST1,103.28,10.28,16:20,,
CAJT_GHA1114_CR2_TEAMST1,102.39,9.19,16:25,,
CAJT_GHA1114_CR2_TEAMST1,103.25,11.82,16:30,,
CAJT_GHA1114_CR2_TEAMST1,102.11,10.60,16:35,,
CAJT_GHA1114_CR2_TEAMST1,101.78,10.65,16:40,,
CAJT_GHA1114_CR2_TEAMST1,100.44,10.37,16:45,,
CAJT_GHA1114_CR2_TEAMST1,103.08,12.02,16:50,,
CAJT_GHA1114_CR2_TEAMST1,102.50,11.84,16:55,,
CAJT_GHA1114_CR2_TEAMST1,101.67,10.36,17:00,,
CAJT_GHA1114_CR2_TEAMST1,101.83,9.84,17:05,,
CAJT_GHA1114_CR2_TEAMST1,103.03,11.30,17:10,,
CAJT_GHA1114_CR2_TEAMST1,103.17,10.10,17:15,,
CAJT_GHA1114_CR2_TEAMST1,102.50,9.28,17:20,,
CAJT_GHA1114_CR2_TEAMST1,102.83,11.37,17:25,,
CAJT_GHA1114_CR2_TEAMST1,101.78,10.38,17:30,,
CAJT_GHA1114_CR2_TEAMST1,101.50,10.30,17:35,,
CAJT_GHA1114_CR2_TEAMST1,103.67,11.89,17:40,,
CAJT_GHA1114_CR2_TEAMST1,102.72,11.84,17:45,,
CAJT_GHA1114_CR2_TEAMST1,101.75,9.73,17:50,,
CAJT_GHA1114_CR2_TEAMST1,101.17,8.24,17:55,,
CAJT_GHA1114_CR2_TEAMST1,100.44,9.65,18:00,,
CAJT_GHA1114_CR2_TEAMST1,98.56,8.15,18:05,,
CAJT_GHA1114_CR2_TEAMST1,98.78,7.60,18:10,,
CAJT_GHA1114_CR2_TEAMST1,98.83,8.31,18:15,,
CAJT_GHA1114_CR2_TEAMST1,100.22,10.52,18:20,,
CAJT_GHA1114_CR2_TEAMST1,98.61,8.23,18:25,,
CAJT_GHA1114_CR2_TEAMST1,98.25,7.57,18:30,,
CAJT_GHA1114_CR2_TEAMST1,98.06,8.95,18:35,,
CAJT_GHA1114_CR2_TEAMST1,98.17,9.92,18:40,,
CAJT_GHA1114_CR2_TEAMST1,98.78,10.96,18:45,,
CAJT_GHA1114_CR2_TEAMST1,97.50,9.18,18:50,,
CAJT_GHA1114_CR2_TEAMST1,96.44,6.96,18:55,,
CAJT_GHA1114_CR2_TEAMST1,97.61,8.68,19:00,,
CAJT_GHA1114_CR2_TEAMST1,97.06,9.66,19:05,,
CAJT_GHA1114_CR2_TEAMST1,96.31,7.66,19:10,,
CAJT_GHA1114_CR2_TEAMST1,96.39,9.43,19:15,,
CAJT_GHA1114_CR2_TEAMST1,95.28,7.21,19:20,,
CAJT_GHA1114_CR2_TEAMST1,96.11,8.51,19:25,,
CAJT_GHA1114_CR2_TEAMST1,96.67,8.93,19:30,,
CAJT_GHA1114_CR2_TEAMST1,94.83,6.96,19:35,,
CAJT_GHA1114_CR2_TEAMST1,96.95,9.20,19:40,,
CAJT_GHA1114_CR2_TEAMST1,97.68,8.17,19:45,,
CAJT_GHA1114_CR2_TEAMST1,95.32,6.05,19:50,,
CAJT_GHA1114_CR2_TEAMST1,94.53,7.40,19:55,,
CAJT_GHA1114_CR2_TEAMST1,95.53,7.18,20:00,,
CAJT_GHA1114_CR2_TEAMST1,94.95,7.71,20:05,,
CAJT_GHA1114_CR2_TEAMST1,95.61,6.66,20:10,,
CAJT_GHA1114_CR2_TEAMST1,94.68,5.37,20:15,,
CAJT_GHA1114_CR2_TEAMST1,95.42,5.72,20:20,,
CAJT_GHA1114_CR2_TEAMST1,96.32,7.23,20:25,,
CAJT_GHA1114_CR2_TEAMST1,95.08,7.06,20:30,,
CAJT_GHA1114_CR2_TEAMST1,94.74,6.72,20:35,,
CAJT_GHA1114_CR2_TEAMST1,94.26,5.81,20:40,,
CAJT_GHA1114_CR2_TEAMST1,95.26,7.13,20:45,,
CAJT_GHA1114_CR2_TEAMST1,95.79,7.25,20:50,,
CAJT_GHA1114_CR2_TEAMST1,96.16,8.29,20:55,,
CAJT_GHA1114_CR2_TEAMST1,96.79,7.19,21:00,,
CAJT_GHA1114_CR2_TEAMST1,94.63,5.99,21:05,,
CAJT_GHA1114_CR2_TEAMST1,95.79,7.13,21:10,,
CAJT_GHA1114_CR2_TEAMST1,95.79,6.44,21:15,,
CAJT_GHA1114_CR2_TEAMST1,93.89,4.24,21:20,,
CAJT_GHA1114_CR2_TEAMST1,95.05,5.75,21:25,,
CAJT_GHA1114_CR2_TEAMST1,92.84,6.75,21:30,,
CAJT_GHA1114_CR2_TEAMST1,91.05,6.12,21:35,,
CAJT_GHA1114_CR2_TEAMST1,91.68,5.94,21:40,,
CAJT_GHA1114_CR2_TEAMST1,93.26,7.61,21:45,,
CAJT_GHA1114_CR2_TEAMST1,90.97,5.45,21:50,,
CAJT_GHA1114_CR2_TEAMST1,92.53,8.42,21:55,,
CAJT_GHA1114_CR2_TEAMST1,93.11,9.07,22:00,,
CAJT_GHA1114_CR2_TEAMST1,91.89,5.79,22:05,,
CAJT_GHA1114_CR2_TEAMST1,91.68,5.79,22:10,,
CAJT_GHA1114_CR2_TEAMST1,91.32,5.79,22:15,,
CAJT_GHA1114_CR2_TEAMST1,89.89,3.38,22:20,,
CAJT_GHA1114_CR2_TEAMST1,92.32,6.25,22:25,,
CAJT_GHA1114_CR2_TEAMST1,90.18,4.10,22:30,,
CAJT_GHA1114_CR2_TEAMST1,89.84,4.32,22:35,,
CAJT_GHA1114_CR2_TEAMST1,89.53,3.75,22:40,,
CAJT_GHA1114_CR2_TEAMST1,91.84,5.88,22:45,,
CAJT_GHA1114_CR2_TEAMST1,89.16,3.34,22:50,,
CAJT_GHA1114_CR2_TEAMST1,88.16,1.86,22:55,,
CAJT_GHA1114_CR2_TEAMST1,90.16,8.29,23:00,,
CAJT_GHA1114_CR2_TEAMST1,89.74,6.40,23:05,,
CAJT_GHA1114_CR2_TEAMST1,88.42,3.19,23:10,,
CAJT_GHA1114_CR2_TEAMST1,87.79,2.07,23:15,,
CAJT_GHA1114_CR2_TEAMST1,87.79,2.42,23:20,,
CAJT_GHA1114_CR2_TEAMST1,87.05,1.31,23:25,,
CAJT_GHA1114_CR2_TEAMST1,87.21,3.26,23:30,,
CAJT_GHA1114_CR2_TEAMST1,88.58,5.81,23:35,,
CAJT_GHA1114_CR2_TEAMST1,87.58,2.83,23:40,,
CAJT_GHA1114_CR2_TEAMST1,86.58,0.51,23:45,,
CAJT_GHA1114_CR2_TEAMST1,87.13,4.48,23:50,,
CAJT_GHA1114_CR2_TEAMST1,88.42,7.67,23:55,,
,,,CAJT_GHA1114_HD3_CR2:,,
CAJT_GHA1114_HD3_CR2,92.89,1.02,00:00,,
CAJT_GHA1114_HD3_CR2,92.67,1.91,00:05,,
CAJT_GHA1114_HD3_CR2,92.50,4.02,00:10,,
CAJT_GHA1114_HD3_CR2,92.06,2.21,00:15,,
CAJT_GHA1114_HD3_CR2,92.89,1.02,00:20,,
CAJT_GHA1114_HD3_CR2,92.39,2.55,00:25,,
CAJT_GHA1114_HD3_CR2,91.83,2.68,00:30,,
CAJT_GHA1114_HD3_CR2,91.78,0.94,00:35,,
CAJT_GHA1114_HD3_CR2,91.72,1.18,00:40,,
CAJT_GHA1114_HD3_CR2,92.33,2.28,00:45,,
CAJT_GHA1114_HD3_CR2,92.06,5.70,00:50,,
CAJT_GHA1114_HD3_CR2,91.28,3.06,00:55,,
CAJT_GHA1114_HD3_CR2,91.61,1.65,01:00,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:05,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:10,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:15,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:20,,
CAJT_GHA1114_HD3_CR2,91.39,2.59,01:25,,
CAJT_GHA1114_HD3_CR2,91.83,1.00,01:30,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:35,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:40,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:45,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:50,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,01:55,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:00,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:05,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:10,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:15,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:20,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:25,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:30,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:35,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:40,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:45,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:50,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,02:55,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:00,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:05,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:10,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:15,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:20,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:25,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:30,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:35,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:40,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:45,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:50,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,03:55,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:00,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:05,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:10,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:15,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:20,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:25,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:30,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:35,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:40,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:45,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:50,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,04:55,,
CAJT_GHA1114_HD3_CR2,92.00,0.00,05:00,,
CAJT_GHA1114_HD3_CR2,92.44,0.51,05:05,,
CAJT_GHA1114_HD3_CR2,92.44,0.50,05:10,,
CAJT_GHA1114_HD3_CR2,92.44,0.51,05:15,,
CAJT_GHA1114_HD3_CR2,93.00,2.30,05:20,,
CAJT_GHA1114_HD3_CR2,92.72,1.18,05:25,,
CAJT_GHA1114_HD3_CR2,92.67,0.83,05:30,,
CAJT_GHA1114_HD3_CR2,92.89,1.02,05:35,,
CAJT_GHA1114_HD3_CR2,93.33,1.53,05:40,,
CAJT_GHA1114_HD3_CR2,93.33,1.53,05:45,,
CAJT_GHA1114_HD3_CR2,93.11,1.30,05:50,,
CAJT_GHA1114_HD3_CR2,93.33,1.53,05:55,,
CAJT_GHA1114_HD3_CR2,93.78,2.05,06:00,,
CAJT_GHA1114_HD3_CR2,93.78,2.05,06:05,,
CAJT_GHA1114_HD3_CR2,94.44,2.79,06:10,,
CAJT_GHA1114_HD3_CR2,94.29,2.97,06:15,,
CAJT_GHA1114_HD3_CR2,94.18,2.72,06:20,,
CAJT_GHA1114_HD3_CR2,93.65,2.03,06:25,,
CAJT_GHA1114_HD3_CR2,93.24,3.29,06:30,,
CAJT_GHA1114_HD3_CR2,94.00,2.24,06:35,,
CAJT_GHA1114_HD3_CR2,94.06,2.54,06:40,,
CAJT_GHA1114_HD3_CR2,94.24,3.88,06:45,,
CAJT_GHA1114_HD3_CR2,95.18,5.73,06:50,,
CAJT_GHA1114_HD3_CR2,93.82,2.30,06:55,,
CAJT_GHA1114_HD3_CR2,94.00,1.70,07:00,,
CAJT_GHA1114_HD3_CR2,93.82,2.63,07:05,,
CAJT_GHA1114_HD3_CR2,96.09,5.58,07:10,,
CAJT_GHA1114_HD3_CR2,96.12,4.51,07:15,,
CAJT_GHA1114_HD3_CR2,96.06,3.17,07:20,,
CAJT_GHA1114_HD3_CR2,96.47,4.50,07:25,,
CAJT_GHA1114_HD3_CR2,96.32,3.61,07:30,,
CAJT_GHA1114_HD3_CR2,97.12,3.24,07:35,,
CAJT_GHA1114_HD3_CR2,99.41,5.39,07:40,,
CAJT_GHA1114_HD3_CR2,98.24,5.41,07:45,,
CAJT_GHA1114_HD3_CR2,98.32,4.89,07:50,,
CAJT_GHA1114_HD3_CR2,98.41,4.62,07:55,,
CAJT_GHA1114_HD3_CR2,98.35,4.87,08:00,,
CAJT_GHA1114_HD3_CR2,97.59,5.16,08:05,,
CAJT_GHA1114_HD3_CR2,98.03,3.49,08:10,,
CAJT_GHA1114_HD3_CR2,97.65,3.44,08:15,,
CAJT_GHA1114_HD3_CR2,97.76,4.79,08:20,,
CAJT_GHA1114_HD3_CR2,98.94,5.32,08:25,,
CAJT_GHA1114_HD3_CR2,99.26,3.69,08:30,,
CAJT_GHA1114_HD3_CR2,98.47,2.79,08:35,,
CAJT_GHA1114_HD3_CR2,98.71,3.41,08:40,,
CAJT_GHA1114_HD3_CR2,99.35,3.50,08:45,,
CAJT_GHA1114_HD3_CR2,99.29,3.11,08:50,,
CAJT_GHA1114_HD3_CR2,99.88,4.62,08:55,,
CAJT_GHA1114_HD3_CR2,99.06,4.29,09:00,,
CAJT_GHA1114_HD3_CR2,99.71,3.89,09:05,,
CAJT_GHA1114_HD3_CR2,99.94,3.86,09:10,,
CAJT_GHA1114_HD3_CR2,101.65,3.89,09:15,,
CAJT_GHA1114_HD3_CR2,100.88,4.46,09:20,,
CAJT_GHA1114_HD3_CR2,101.29,4.81,09:25,,
CAJT_GHA1114_HD3_CR2,100.53,4.67,09:30,,
CAJT_GHA1114_HD3_CR2,101.24,6.16,09:35,,
CAJT_GHA1114_HD3_CR2,100.06,4.45,09:40,,
CAJT_GHA1114_HD3_CR2,99.71,4.62,09:45,,
CAJT_GHA1114_HD3_CR2,100.22,4.06,09:50,,
CAJT_GHA1114_HD3_CR2,100.17,4.02,09:55,,
CAJT_GHA1114_HD3_CR2,99.89,3.95,10:00,,
CAJT_GHA1114_HD3_CR2,99.06,4.04,10:05,,
CAJT_GHA1114_HD3_CR2,99.33,4.23,10:10,,
CAJT_GHA1114_HD3_CR2,100.83,5.31,10:15,,
CAJT_GHA1114_HD3_CR2,100.50,4.33,10:20,,
CAJT_GHA1114_HD3_CR2,101.50,4.09,10:25,,
CAJT_GHA1114_HD3_CR2,101.50,4.41,10:30,,
CAJT_GHA1114_HD3_CR2,100.89,4.96,10:35,,
CAJT_GHA1114_HD3_CR2,102.00,4.89,10:40,,
CAJT_GHA1114_HD3_CR2,101.28,3.94,10:45,,
CAJT_GHA1114_HD3_CR2,101.00,4.29,10:50,,
CAJT_GHA1114_HD3_CR2,102.00,4.67,10:55,,
CAJT_GHA1114_HD3_CR2,101.89,4.57,11:00,,
CAJT_GHA1114_HD3_CR2,101.28,5.76,11:05,,
CAJT_GHA1114_HD3_CR2,101.89,6.53,11:10,,
CAJT_GHA1114_HD3_CR2,102.33,5.11,11:15,,
CAJT_GHA1114_HD3_CR2,102.50,5.09,11:20,,
CAJT_GHA1114_HD3_CR2,102.72,5.98,11:25,,
CAJT_GHA1114_HD3_CR2,101.94,5.32,11:30,,
CAJT_GHA1114_HD3_CR2,101.89,4.68,11:35,,
CAJT_GHA1114_HD3_CR2,102.61,4.86,11:40,,
CAJT_GHA1114_HD3_CR2,104.22,6.11,11:45,,
CAJT_GHA1114_HD3_CR2,103.97,5.95,11:50,,
CAJT_GHA1114_HD3_CR2,103.22,4.61,11:55,,
CAJT_GHA1114_HD3_CR2,102.61,4.33,12:00,,
CAJT_GHA1114_HD3_CR2,102.67,4.91,12:05,,
CAJT_GHA1114_HD3_CR2,104.81,8.61,12:10,,
CAJT_GHA1114_HD3_CR2,104.22,6.70,12:15,,
CAJT_GHA1114_HD3_CR2,104.83,6.30,12:20,,
CAJT_GHA1114_HD3_CR2,105.28,7.82,12:25,,
CAJT_GHA1114_HD3_CR2,105.19,8.46,12:30,,
CAJT_GHA1114_HD3_CR2,103.56,5.82,12:35,,
CAJT_GHA1114_HD3_CR2,103.78,5.43,12:40,,
CAJT_GHA1114_HD3_CR2,103.72,5.87,12:45,,
CAJT_GHA1114_HD3_CR2,103.92,6.01,12:50,,
CAJT_GHA1114_HD3_CR2,102.83,4.83,12:55,,
CAJT_GHA1114_HD3_CR2,104.78,7.51,13:00,,
CAJT_GHA1114_HD3_CR2,103.94,7.72,13:05,,
CAJT_GHA1114_HD3_CR2,103.89,7.09,13:10,,
CAJT_GHA1114_HD3_CR2,104.94,8.03,13:15,,
CAJT_GHA1114_HD3_CR2,106.11,10.24,13:20,,
CAJT_GHA1114_HD3_CR2,105.44,8.93,13:25,,
CAJT_GHA1114_HD3_CR2,107.33,11.07,13:30,,
CAJT_GHA1114_HD3_CR2,104.72,9.03,13:35,,
CAJT_GHA1114_HD3_CR2,104.83,8.48,13:40,,
CAJT_GHA1114_HD3_CR2,105.28,6.89,13:45,,
CAJT_GHA1114_HD3_CR2,104.56,6.44,13:50,,
CAJT_GHA1114_HD3_CR2,103.17,5.45,13:55,,
CAJT_GHA1114_HD3_CR2,103.83,7.03,14:00,,
CAJT_GHA1114_HD3_CR2,104.89,7.48,14:05,,
CAJT_GHA1114_HD3_CR2,105.11,7.29,14:10,,
CAJT_GHA1114_HD3_CR2,103.89,5.87,14:15,,
CAJT_GHA1114_HD3_CR2,102.72,5.12,14:20,,
CAJT_GHA1114_HD3_CR2,103.94,6.01,14:25,,
CAJT_GHA1114_HD3_CR2,104.50,7.07,14:30,,
CAJT_GHA1114_HD3_CR2,103.67,6.65,14:35,,
CAJT_GHA1114_HD3_CR2,103.94,6.79,14:40,,
CAJT_GHA1114_HD3_CR2,105.06,8.37,14:45,,
CAJT_GHA1114_HD3_CR2,105.06,7.90,14:50,,
CAJT_GHA1114_HD3_CR2,104.33,7.26,14:55,,
CAJT_GHA1114_HD3_CR2,104.11,6.76,15:00,,
CAJT_GHA1114_HD3_CR2,106.17,8.08,15:05,,
CAJT_GHA1114_HD3_CR2,104.97,6.92,15:10,,
CAJT_GHA1114_HD3_CR2,104.61,5.86,15:15,,
CAJT_GHA1114_HD3_CR2,104.56,6.04,15:20,,
CAJT_GHA1114_HD3_CR2,105.00,7.55,15:25,,
CAJT_GHA1114_HD3_CR2,105.56,8.60,15:30,,
CAJT_GHA1114_HD3_CR2,106.11,7.63,15:35,,
CAJT_GHA1114_HD3_CR2,105.28,6.94,15:40,,
CAJT_GHA1114_HD3_CR2,107.17,9.06,15:45,,
CAJT_GHA1114_HD3_CR2,105.42,7.42,15:50,,
CAJT_GHA1114_HD3_CR2,107.39,9.46,15:55,,
CAJT_GHA1114_HD3_CR2,105.78,7.57,16:00,,
CAJT_GHA1114_HD3_CR2,106.83,9.62,16:05,,
CAJT_GHA1114_HD3_CR2,106.72,9.34,16:10,,
CAJT_GHA1114_HD3_CR2,105.33,7.61,16:15,,
CAJT_GHA1114_HD3_CR2,106.00,7.65,16:20,,
CAJT_GHA1114_HD3_CR2,107.33,9.91,16:25,,
CAJT_GHA1114_HD3_CR2,107.25,9.40,16:30,,
CAJT_GHA1114_HD3_CR2,106.11,8.43,16:35,,
CAJT_GHA1114_HD3_CR2,105.33,7.30,16:40,,
CAJT_GHA1114_HD3_CR2,106.28,9.44,16:45,,
CAJT_GHA1114_HD3_CR2,104.53,7.67,16:50,,
CAJT_GHA1114_HD3_CR2,105.67,8.06,16:55,,
CAJT_GHA1114_HD3_CR2,104.28,6.40,17:00,,
CAJT_GHA1114_HD3_CR2,104.78,7.55,17:05,,
CAJT_GHA1114_HD3_CR2,105.69,9.05,17:10,,
CAJT_GHA1114_HD3_CR2,106.11,10.39,17:15,,
CAJT_GHA1114_HD3_CR2,105.17,8.47,17:20,,
CAJT_GHA1114_HD3_CR2,103.72,6.77,17:25,,
CAJT_GHA1114_HD3_CR2,102.56,5.74,17:30,,
CAJT_GHA1114_HD3_CR2,102.28,8.20,17:35,,
CAJT_GHA1114_HD3_CR2,102.11,7.37,17:40,,
CAJT_GHA1114_HD3_CR2,102.72,7.39,17:45,,
CAJT_GHA1114_HD3_CR2,101.47,6.49,17:50,,
CAJT_GHA1114_HD3_CR2,100.06,5.24,17:55,,
CAJT_GHA1114_HD3_CR2,99.78,5.26,18:00,,
CAJT_GHA1114_HD3_CR2,99.61,6.01,18:05,,
CAJT_GHA1114_HD3_CR2,101.28,6.47,18:10,,
CAJT_GHA1114_HD3_CR2,101.39,5.28,18:15,,
CAJT_GHA1114_HD3_CR2,101.17,4.57,18:20,,
CAJT_GHA1114_HD3_CR2,101.44,4.68,18:25,,
CAJT_GHA1114_HD3_CR2,102.25,4.80,18:30,,
CAJT_GHA1114_HD3_CR2,102.72,5.36,18:35,,
CAJT_GHA1114_HD3_CR2,101.61,5.03,18:40,,
CAJT_GHA1114_HD3_CR2,100.50,4.55,18:45,,
CAJT_GHA1114_HD3_CR2,100.53,5.03,18:50,,
CAJT_GHA1114_HD3_CR2,100.89,3.63,18:55,,
CAJT_GHA1114_HD3_CR2,101.72,4.57,19:00,,
CAJT_GHA1114_HD3_CR2,100.56,4.10,19:05,,
CAJT_GHA1114_HD3_CR2,101.36,4.90,19:10,,
CAJT_GHA1114_HD3_CR2,101.78,4.60,19:15,,
CAJT_GHA1114_HD3_CR2,100.72,5.42,19:20,,
CAJT_GHA1114_HD3_CR2,101.11,6.16,19:25,,
CAJT_GHA1114_HD3_CR2,100.97,5.23,19:30,,
CAJT_GHA1114_HD3_CR2,99.00,6.32,19:35,,
CAJT_GHA1114_HD3_CR2,99.63,4.67,19:40,,
CAJT_GHA1114_HD3_CR2,101.21,5.05,19:45,,
CAJT_GHA1114_HD3_CR2,99.50,5.14,19:50,,
CAJT_GHA1114_HD3_CR2,100.16,6.51,19:55,,
CAJT_GHA1114_HD3_CR2,99.21,4.42,20:00,,
CAJT_GHA1114_HD3_CR2,97.79,4.84,20:05,,
